sku,fssai_id,license_type,expiry_date,coa_present,label_approved
SKU01959,FSSAI459924,State,2026-12-07,0,0
SKU00948,FSSAI831025,Central,2026-01-24,1,1
SKU01730,FSSAI933696,Central,2026-04-19,0,1
SKU01562,FSSAI925247,State,2026-04-17,1,1
SKU01138,FSSAI656720,State,2026-12-02,0,1
SKU01676,FSSAI620292,State,2025-06-14,1,1
SKU01643,FSSAI315630,State,2026-01-18,1,1
SKU00650,FSSAI497530,State,2026-10-10,1,1
SKU00808,FSSAI894323,State,2025-05-30,1,1
SKU01376,FSSAI521587,State,2025-04-06,1,1
SKU01004,FSSAI246654,State,2026-07-09,1,1
SKU00319,FSSAI561237,State,2025-01-30,1,1
SKU01827,FSSAI182696,State,2025-08-16,1,1
SKU00277,FSSAI327575,State,2025-07-06,1,1
SKU01962,FSSAI823734,State,2026-06-28,1,0
SKU00447,FSSAI465616,State,2026-05-16,1,1
SKU01950,FSSAI634414,State,2026-03-27,1,1
SKU00818,FSSAI855629,State,2027-04-14,1,1
SKU01571,FSSAI728709,Central,2026-05-27,0,1
SKU01444,FSSAI520419,State,2025-06-17,1,1
SKU00858,FSSAI695958,None,2025-04-21,0,1
SKU00723,FSSAI357263,None,2025-05-21,1,1
SKU01996,FSSAI319137,Central,2026-02-18,1,1
SKU00683,FSSAI470388,State,2025-06-03,1,0
SKU01567,FSSAI353749,None,2025-01-22,1,1
SKU00908,FSSAI937266,State,2025-02-01,1,1
SKU00454,FSSAI748735,State,2025-01-01,1,1
SKU01860,FSSAI163285,Central,2025-02-10,1,1
SKU00498,FSSAI838527,None,2026-01-10,1,1
SKU00066,FSSAI107459,None,2026-01-12,0,1
SKU01484,FSSAI757070,State,2027-05-02,0,1
SKU00761,FSSAI450081,None,2026-09-15,1,0
SKU01077,FSSAI671004,None,2026-11-06,1,1
SKU01347,FSSAI437386,Central,2027-03-16,1,1
SKU00558,FSSAI887769,None,2025-12-11,1,1
SKU00436,FSSAI982433,Central,2025-08-06,0,1
SKU00854,FSSAI551099,None,2026-10-10,1,1
SKU01976,FSSAI194736,None,2025-12-28,1,1
SKU01102,FSSAI484531,State,2026-09-27,1,0
SKU01173,FSSAI763611,Central,2025-03-18,1,1
SKU01346,FSSAI406078,None,2025-11-26,1,1
SKU01988,FSSAI572239,State,2025-01-19,0,1
SKU00217,FSSAI797994,State,2026-08-22,1,1
SKU01023,FSSAI358275,State,2027-03-09,1,0
SKU00267,FSSAI190123,None,2025-08-11,1,1
SKU00674,FSSAI782268,None,2027-06-18,1,1
SKU00506,FSSAI450551,State,2026-07-30,0,1
SKU00191,FSSAI504576,None,2026-05-15,1,1
SKU01871,FSSAI960263,State,2026-11-18,0,1
SKU00246,FSSAI493817,State,2026-06-22,1,1
SKU00545,FSSAI351038,State,2025-01-18,0,1
SKU01083,FSSAI713189,Central,2026-02-25,1,1
SKU00671,FSSAI611016,Central,2025-12-27,1,1
SKU00980,FSSAI695695,State,2025-08-24,1,1
SKU00362,FSSAI294969,State,2026-05-17,1,1
SKU01797,FSSAI474413,State,2026-04-24,1,0
SKU01112,FSSAI463559,Central,2027-03-07,1,1
SKU00089,FSSAI928221,State,2025-03-16,1,1
SKU01665,FSSAI221309,None,2026-08-28,1,1
SKU01559,FSSAI206180,State,2025-06-14,1,1
SKU00076,FSSAI498281,State,2025-10-07,1,1
SKU01390,FSSAI404272,State,2026-03-25,1,1
SKU00891,FSSAI358053,None,2026-05-08,1,1
SKU00053,FSSAI511972,State,2026-04-14,0,0
SKU00160,FSSAI811818,State,2025-04-08,1,1
SKU01073,FSSAI743242,State,2027-04-12,1,1
SKU01673,FSSAI144656,None,2026-09-14,1,1
SKU00067,FSSAI792085,State,2025-10-24,1,0
SKU01769,FSSAI240534,Central,2026-09-29,1,0
SKU00506,FSSAI979041,State,2026-04-02,1,1
SKU01520,FSSAI632737,State,2027-01-20,1,1
SKU00554,FSSAI351641,State,2026-09-28,1,1
SKU01585,FSSAI594442,State,2025-04-09,1,1
SKU01752,FSSAI609774,State,2025-06-17,1,1
SKU00062,FSSAI290537,State,2025-04-13,1,1
SKU00142,FSSAI579131,State,2026-12-18,1,1
SKU01159,FSSAI129541,State,2025-12-21,0,1
SKU00991,FSSAI996805,State,2026-06-02,1,1
SKU00313,FSSAI266102,State,2026-04-06,1,1
SKU00752,FSSAI671161,Central,2025-01-26,0,0
SKU00298,FSSAI723379,State,2025-01-06,1,1
SKU00738,FSSAI542314,Central,2026-07-30,1,1
SKU00635,FSSAI902904,State,2027-01-11,1,0
SKU00758,FSSAI781738,State,2025-09-01,1,1
SKU00972,FSSAI496582,State,2027-04-24,1,1
SKU00642,FSSAI529768,State,2026-10-18,1,1
SKU01302,FSSAI104913,None,2027-05-22,1,1
SKU01589,FSSAI459782,State,2025-01-26,0,1
SKU01348,FSSAI361487,State,2025-05-08,1,1
SKU00708,FSSAI409314,Central,2026-08-04,1,1
SKU01600,FSSAI285691,State,2026-09-16,1,0
SKU00271,FSSAI646559,State,2026-07-09,0,1
SKU00213,FSSAI186200,Central,2027-03-23,0,1
SKU01555,FSSAI496058,State,2027-06-16,1,1
SKU01889,FSSAI946450,State,2026-11-14,1,0
SKU00814,FSSAI367268,State,2025-09-24,1,1
SKU00042,FSSAI368880,None,2027-02-23,1,1
SKU01967,FSSAI172024,Central,2025-06-01,1,1
SKU00830,FSSAI956686,State,2025-04-24,1,1
SKU01725,FSSAI839031,State,2025-08-09,1,1
SKU00374,FSSAI816133,Central,2027-01-12,1,1
SKU00045,FSSAI532232,State,2027-01-28,1,1
SKU01764,FSSAI180261,State,2027-01-01,1,1
SKU00338,FSSAI136660,Central,2025-06-01,1,1
SKU01312,FSSAI209935,Central,2025-07-20,0,1
SKU00157,FSSAI753736,State,2025-06-18,1,1
SKU01231,FSSAI830404,State,2025-08-09,1,1
SKU00602,FSSAI584260,State,2027-02-19,1,1
SKU00832,FSSAI439035,Central,2027-02-09,1,1
SKU00921,FSSAI765432,None,2026-12-03,1,0
SKU00233,FSSAI314683,State,2026-04-15,1,1
SKU01211,FSSAI451023,None,2027-04-22,1,1
SKU01168,FSSAI661421,State,2026-09-23,0,0
SKU00726,FSSAI957877,State,2026-01-14,1,1
SKU00825,FSSAI765650,State,2025-01-20,0,1
SKU01591,FSSAI414167,State,2025-11-25,1,1
SKU01805,FSSAI529491,State,2025-06-02,1,1
SKU01744,FSSAI968467,Central,2025-10-11,1,1
SKU01685,FSSAI378502,Central,2025-07-06,1,1
SKU00510,FSSAI144935,State,2026-07-08,1,1
SKU00686,FSSAI491438,State,2027-01-21,1,1
SKU01311,FSSAI230484,State,2025-01-04,1,1
SKU00694,FSSAI139293,State,2026-05-01,1,1
SKU00330,FSSAI298085,State,2025-04-29,1,1
SKU01130,FSSAI801789,State,2026-12-25,1,1
SKU01700,FSSAI687429,State,2027-05-11,1,0
SKU01776,FSSAI673427,State,2027-01-19,0,1
SKU01800,FSSAI101281,State,2027-06-03,1,0
SKU00396,FSSAI241944,None,2027-01-21,1,1
SKU01050,FSSAI614237,Central,2026-01-20,1,1
SKU01644,FSSAI324388,State,2026-09-28,1,1
SKU00636,FSSAI108674,Central,2026-04-13,1,1
SKU01409,FSSAI376885,None,2025-02-10,1,1
SKU00495,FSSAI249642,None,2027-01-07,1,1
SKU01252,FSSAI610243,Central,2025-12-01,1,1
SKU00310,FSSAI540085,None,2025-07-20,1,1
SKU01427,FSSAI318660,State,2025-02-23,1,1
SKU00600,FSSAI542730,State,2026-03-14,0,0
SKU00000,FSSAI240845,Central,2025-11-16,1,1
SKU01874,FSSAI998855,Central,2027-01-14,1,1
SKU00252,FSSAI633840,State,2027-02-19,1,1
SKU01184,FSSAI207425,Central,2027-03-17,1,1
SKU00580,FSSAI376087,State,2026-03-22,1,1
SKU00678,FSSAI764545,None,2027-03-15,1,1
SKU00283,FSSAI371752,State,2026-07-14,1,1
SKU00019,FSSAI809290,State,2025-06-20,1,1
SKU01801,FSSAI383732,Central,2025-07-02,1,1
SKU00844,FSSAI575306,State,2026-01-11,1,1
SKU01914,FSSAI221696,None,2025-04-12,1,1
SKU01155,FSSAI654558,State,2025-09-07,1,1
SKU00891,FSSAI891651,None,2026-11-23,1,1
SKU01896,FSSAI707137,None,2025-05-20,1,0
SKU01420,FSSAI341085,State,2025-04-30,0,1
SKU01026,FSSAI720733,Central,2025-03-02,1,1
SKU01625,FSSAI432386,None,2026-04-04,0,0
SKU01234,FSSAI932828,State,2025-03-19,1,1
SKU01612,FSSAI321684,Central,2026-12-18,1,1
SKU01692,FSSAI122657,None,2025-01-08,0,0
SKU01229,FSSAI703292,None,2027-03-18,1,1
SKU01774,FSSAI531763,State,2025-08-21,1,1
SKU00059,FSSAI703070,None,2025-05-30,1,1
SKU01833,FSSAI936016,State,2025-12-07,0,0
SKU00611,FSSAI147084,State,2026-10-04,1,1
SKU01824,FSSAI538712,State,2025-06-24,1,1
SKU01445,FSSAI619356,State,2026-06-05,1,1
SKU00634,FSSAI521665,State,2027-03-11,1,1
SKU01918,FSSAI372763,State,2026-03-17,1,1
SKU00750,FSSAI828941,State,2026-03-05,1,1
SKU00302,FSSAI892903,State,2026-05-09,1,0
SKU01068,FSSAI791300,Central,2026-02-09,1,1
SKU01628,FSSAI736288,State,2026-02-16,1,1
SKU01911,FSSAI757138,State,2027-02-08,0,1
SKU00711,FSSAI825672,State,2026-04-27,1,0
SKU01675,FSSAI103768,Central,2026-09-14,1,1
SKU00479,FSSAI697339,State,2027-05-02,1,0
SKU00716,FSSAI282138,Central,2026-07-23,1,1
SKU01810,FSSAI281543,None,2025-04-12,1,1
SKU00263,FSSAI630219,None,2026-01-10,1,1
SKU01787,FSSAI662646,None,2026-11-04,0,1
SKU01344,FSSAI900620,State,2026-11-15,1,1
SKU00435,FSSAI999883,State,2025-12-17,1,1
SKU00392,FSSAI391734,State,2026-04-13,1,1
SKU01265,FSSAI743475,State,2027-03-18,1,0
SKU01050,FSSAI633879,State,2026-03-31,1,1
SKU01742,FSSAI576414,None,2026-08-24,1,1
SKU00187,FSSAI902434,State,2026-07-31,1,1
SKU00247,FSSAI382719,State,2026-11-05,1,1
SKU00670,FSSAI435440,Central,2026-12-09,1,1
SKU00995,FSSAI891044,None,2026-09-09,1,1
SKU00166,FSSAI467635,State,2025-10-05,1,0
SKU00353,FSSAI217320,State,2027-05-04,1,1
SKU00060,FSSAI997244,State,2027-05-15,1,0
SKU00323,FSSAI841250,State,2027-06-16,1,0
SKU01597,FSSAI348648,None,2027-04-26,1,1
SKU00323,FSSAI971532,Central,2027-03-20,0,1
SKU01397,FSSAI971820,State,2026-04-23,1,1
SKU00004,FSSAI904173,State,2027-06-02,1,1
SKU00266,FSSAI444615,State,2027-02-06,1,1
SKU00700,FSSAI663753,State,2027-03-02,1,1
SKU01061,FSSAI884981,State,2026-02-12,1,1
SKU00279,FSSAI575712,None,2025-10-29,1,1
SKU01112,FSSAI242380,State,2025-01-22,1,1
SKU01240,FSSAI986946,State,2025-01-01,1,1
SKU01412,FSSAI614808,Central,2026-10-28,1,1
SKU00537,FSSAI229274,None,2027-03-19,1,1
SKU00619,FSSAI575542,Central,2025-09-13,0,1
SKU01917,FSSAI378797,State,2026-09-04,1,1
SKU01835,FSSAI306093,State,2025-12-03,1,1
SKU00930,FSSAI122306,State,2026-05-31,1,1
SKU00092,FSSAI772979,State,2027-06-10,1,1
SKU01720,FSSAI545454,Central,2026-03-24,0,1
SKU01735,FSSAI945198,State,2027-04-18,1,1
SKU00227,FSSAI679648,State,2026-03-09,1,1
SKU00228,FSSAI687150,Central,2025-04-07,0,1
SKU01282,FSSAI225638,State,2026-10-17,1,0
SKU01325,FSSAI927154,State,2025-03-31,1,1
SKU01756,FSSAI210790,State,2025-11-25,1,1
SKU01909,FSSAI894358,State,2025-02-01,1,1
SKU01857,FSSAI502388,State,2025-01-26,1,1
SKU01995,FSSAI979905,None,2026-06-22,1,1
SKU00048,FSSAI972520,State,2026-10-14,1,1
SKU01426,FSSAI960630,Central,2026-09-09,1,1
SKU01579,FSSAI384152,None,2027-05-20,0,1
SKU01513,FSSAI913338,State,2025-05-03,1,1
SKU00823,FSSAI855858,None,2026-08-09,1,1
SKU00521,FSSAI902859,State,2025-03-16,1,1
SKU00413,FSSAI969269,State,2025-04-28,0,1
SKU00734,FSSAI136820,None,2025-02-27,0,1
SKU00019,FSSAI312960,Central,2026-06-05,1,1
SKU00728,FSSAI419885,State,2025-07-06,1,0
SKU00496,FSSAI318381,State,2025-03-01,1,1
SKU00676,FSSAI719338,None,2026-11-01,1,1
SKU01505,FSSAI628353,Central,2026-01-12,0,1
SKU01074,FSSAI896924,State,2025-04-30,1,0
SKU01843,FSSAI648108,State,2025-05-04,1,0
SKU01325,FSSAI168163,None,2025-01-29,1,1
SKU01640,FSSAI631897,State,2027-05-21,1,1
SKU01111,FSSAI617385,None,2025-11-02,1,1
SKU00879,FSSAI315531,State,2027-03-11,1,1
SKU00633,FSSAI675014,State,2026-07-02,1,1
SKU00252,FSSAI592718,State,2026-06-07,1,1
SKU00870,FSSAI564715,State,2026-08-14,1,1
SKU01121,FSSAI783566,State,2025-08-23,0,1
SKU00457,FSSAI883719,Central,2025-03-31,0,1
SKU01215,FSSAI476590,State,2026-07-01,0,1
SKU00604,FSSAI636838,Central,2026-10-25,1,1
SKU01524,FSSAI333250,None,2025-03-16,1,1
SKU00955,FSSAI867870,State,2025-12-12,1,1
SKU01732,FSSAI345404,Central,2025-11-02,1,1
SKU01681,FSSAI324866,Central,2027-04-06,1,0
SKU00590,FSSAI524361,None,2025-03-13,1,1
SKU01455,FSSAI397758,Central,2026-08-22,1,1
SKU00248,FSSAI897946,Central,2027-04-23,1,0
SKU00880,FSSAI597964,State,2026-05-12,1,1
SKU00774,FSSAI571342,State,2026-04-21,1,1
SKU01530,FSSAI114600,State,2025-10-04,1,1
SKU01924,FSSAI969689,State,2026-02-08,1,1
SKU01677,FSSAI363264,None,2026-11-30,1,1
SKU01972,FSSAI198873,None,2026-08-17,0,1
SKU00883,FSSAI343844,State,2026-05-22,0,1
SKU00369,FSSAI852311,Central,2025-04-12,1,1
SKU01646,FSSAI108838,State,2026-02-27,1,1
SKU00198,FSSAI734433,State,2025-01-24,1,1
SKU01587,FSSAI113061,State,2025-01-10,1,1
SKU00317,FSSAI752936,Central,2027-01-01,1,1
SKU01942,FSSAI218192,Central,2027-03-26,1,1
SKU00865,FSSAI466064,State,2026-03-26,0,1
SKU01638,FSSAI302376,None,2025-09-23,1,1
SKU01450,FSSAI637553,None,2027-02-13,1,1
SKU01507,FSSAI966023,None,2025-09-16,1,1
SKU01106,FSSAI767854,State,2026-09-18,1,1
SKU01002,FSSAI539490,State,2026-09-10,1,1
SKU00198,FSSAI124318,None,2026-02-20,1,0
SKU01676,FSSAI295338,Central,2025-11-04,1,1
SKU00681,FSSAI671422,State,2026-06-29,1,1
SKU00816,FSSAI233920,State,2026-03-19,1,0
SKU01377,FSSAI515129,State,2027-04-23,1,1
SKU01317,FSSAI239712,Central,2026-03-02,0,1
SKU00726,FSSAI465618,State,2025-01-28,0,1
SKU00155,FSSAI377356,Central,2027-04-11,1,1
SKU01539,FSSAI925779,Central,2026-09-08,1,1
SKU01448,FSSAI274964,State,2025-06-19,1,0
SKU00074,FSSAI141438,State,2025-05-08,1,1
SKU01162,FSSAI374691,State,2026-12-18,1,1
SKU00015,FSSAI171114,Central,2025-08-11,1,1
SKU00072,FSSAI787036,State,2026-05-08,1,0
SKU01743,FSSAI988544,Central,2026-11-20,1,0
SKU01118,FSSAI278662,State,2026-07-18,1,1
SKU00154,FSSAI343944,Central,2026-04-18,1,1
SKU01583,FSSAI189121,None,2027-04-12,1,1
SKU00627,FSSAI740903,Central,2025-12-22,1,1
SKU01982,FSSAI136543,State,2025-10-27,1,1
SKU01016,FSSAI859338,State,2027-03-12,1,0
SKU00616,FSSAI784062,Central,2025-06-08,1,1
SKU00090,FSSAI473397,State,2025-07-19,1,1
SKU01722,FSSAI572079,Central,2026-03-10,1,1
SKU00947,FSSAI584258,State,2027-04-25,1,0
SKU01420,FSSAI240457,State,2027-02-22,1,1
SKU00247,FSSAI107678,State,2025-01-23,0,1
SKU01343,FSSAI381575,Central,2025-06-10,1,1
SKU01302,FSSAI894780,State,2026-11-27,1,1
SKU01700,FSSAI393075,Central,2027-02-20,0,0
SKU00473,FSSAI169504,State,2025-06-23,0,1
SKU01784,FSSAI120636,State,2027-05-08,0,1
SKU01257,FSSAI159346,None,2025-11-03,1,1
SKU01633,FSSAI841632,State,2025-10-11,0,1
SKU00043,FSSAI823665,State,2026-04-15,1,1
SKU01222,FSSAI618780,State,2026-01-09,1,1
SKU01737,FSSAI822958,Central,2026-05-07,1,1
SKU01377,FSSAI720301,Central,2025-02-09,1,1
SKU01808,FSSAI979614,State,2027-02-10,1,1
SKU01163,FSSAI838359,State,2026-07-31,1,1
SKU00471,FSSAI385329,State,2026-03-28,1,1
SKU01757,FSSAI204548,State,2027-06-19,0,1
SKU01712,FSSAI692472,State,2027-05-29,1,0
SKU01264,FSSAI325539,Central,2026-10-29,1,1
SKU01278,FSSAI267311,State,2026-11-21,1,1
SKU01955,FSSAI383873,Central,2025-06-13,1,1
SKU01427,FSSAI489264,None,2027-05-10,0,1
SKU00404,FSSAI918710,State,2026-02-17,1,1
SKU00452,FSSAI351865,State,2025-01-15,1,1
SKU00427,FSSAI981001,State,2027-01-13,1,1
SKU00878,FSSAI677595,State,2025-10-18,1,1
SKU00783,FSSAI774492,State,2026-04-13,1,1
SKU00093,FSSAI178940,Central,2027-03-11,0,1
SKU01649,FSSAI162387,State,2025-05-26,1,0
SKU00841,FSSAI751568,Central,2026-06-13,1,1
SKU00643,FSSAI606169,State,2026-12-07,1,1
SKU00736,FSSAI849298,State,2026-11-29,1,1
SKU00086,FSSAI746054,None,2027-04-04,1,1
SKU01494,FSSAI424603,State,2026-02-23,0,0
SKU01196,FSSAI203589,Central,2027-06-09,1,1
SKU01259,FSSAI765103,Central,2025-05-25,1,1
SKU01130,FSSAI251459,State,2026-06-09,1,1
SKU00947,FSSAI251202,Central,2025-06-15,0,1
SKU01117,FSSAI887116,Central,2026-07-21,1,1
SKU00569,FSSAI390505,Central,2027-06-18,1,1
SKU01633,FSSAI670410,State,2027-04-17,0,1
SKU01799,FSSAI588233,State,2026-12-14,1,1
SKU00482,FSSAI129529,State,2025-04-12,1,1
SKU01385,FSSAI715914,State,2026-01-07,1,1
SKU00148,FSSAI865659,Central,2027-03-08,1,1
SKU01256,FSSAI871100,State,2026-04-24,1,1
SKU00320,FSSAI685127,None,2025-12-11,1,1
SKU01961,FSSAI597726,State,2026-09-19,1,1
SKU00608,FSSAI258359,State,2027-01-16,1,1
SKU01749,FSSAI880569,State,2026-02-05,1,0
SKU00350,FSSAI508708,State,2025-11-13,0,1
SKU01018,FSSAI368183,State,2026-03-27,1,1
SKU00489,FSSAI702235,State,2025-12-14,1,1
SKU00516,FSSAI526638,Central,2025-01-03,0,1
SKU00681,FSSAI314628,State,2026-12-20,1,1
SKU01650,FSSAI292237,State,2025-07-20,1,1
SKU00301,FSSAI286076,State,2026-10-15,0,1
SKU01945,FSSAI491322,State,2025-10-02,1,1
SKU00338,FSSAI181923,State,2025-11-07,1,1
SKU01096,FSSAI620103,State,2026-11-03,1,1
SKU01418,FSSAI982882,Central,2025-08-08,1,1
SKU00602,FSSAI413049,State,2026-05-12,1,1
SKU01978,FSSAI931993,Central,2025-06-12,1,1
SKU00257,FSSAI251155,None,2025-09-03,1,1
SKU00199,FSSAI294534,State,2027-05-21,1,1
SKU00150,FSSAI403680,State,2027-04-05,1,1
SKU01220,FSSAI114668,Central,2026-02-01,1,0
SKU00869,FSSAI377888,State,2025-10-30,1,0
SKU00993,FSSAI972815,None,2026-04-23,0,0
SKU00913,FSSAI827603,State,2025-06-25,1,1
SKU00771,FSSAI777051,State,2025-09-11,1,1
SKU00038,FSSAI806162,None,2026-08-28,1,1
SKU01457,FSSAI324379,State,2026-08-24,1,0
SKU00961,FSSAI280765,State,2025-04-14,1,1
SKU00853,FSSAI539579,State,2025-03-24,1,1
SKU01215,FSSAI204520,State,2025-06-30,1,1
SKU00930,FSSAI213122,State,2026-09-25,0,1
SKU00622,FSSAI659488,State,2025-02-14,1,1
SKU00953,FSSAI968679,Central,2026-11-21,1,1
SKU00099,FSSAI752064,State,2026-07-09,1,1
SKU00809,FSSAI154125,State,2025-10-01,1,1
SKU00367,FSSAI137167,State,2026-01-18,1,1
SKU01887,FSSAI301765,State,2027-04-09,1,1
SKU01020,FSSAI420317,State,2026-03-29,0,1
SKU01817,FSSAI501155,None,2025-12-10,1,1
SKU00085,FSSAI651383,State,2025-05-02,1,1
SKU00926,FSSAI552587,State,2026-05-23,1,1
SKU01062,FSSAI204036,State,2027-03-06,1,1
SKU00457,FSSAI820940,Central,2027-05-20,1,1
SKU00955,FSSAI500013,None,2025-04-29,1,0
SKU00882,FSSAI325561,State,2025-07-04,1,0
SKU00380,FSSAI152701,None,2025-04-22,1,1
SKU01899,FSSAI597959,Central,2026-12-11,1,1
SKU00053,FSSAI112582,State,2025-03-03,1,1
SKU00256,FSSAI256562,State,2025-05-12,0,1
SKU01151,FSSAI672685,None,2027-05-28,1,1
SKU00462,FSSAI518755,State,2027-01-14,1,1
SKU00751,FSSAI570444,Central,2026-07-24,1,1
SKU01235,FSSAI828192,State,2025-12-22,1,1
SKU00367,FSSAI784508,Central,2027-04-20,1,1
SKU01988,FSSAI278085,Central,2026-11-13,1,1
SKU00874,FSSAI158815,State,2026-10-29,1,1
SKU00451,FSSAI258803,State,2026-12-04,0,1
SKU01253,FSSAI916878,None,2027-01-16,1,1
SKU00568,FSSAI136855,None,2026-07-25,1,1
SKU01357,FSSAI133342,State,2026-05-15,1,1
SKU00204,FSSAI723438,State,2025-03-01,0,1
SKU01151,FSSAI451504,State,2025-03-01,1,1
SKU01883,FSSAI917294,None,2027-04-01,1,1
SKU01612,FSSAI930915,State,2026-01-05,1,1
SKU01891,FSSAI347931,None,2026-05-21,1,1
SKU01728,FSSAI509913,State,2026-11-30,0,0
SKU00447,FSSAI941574,State,2025-02-13,1,1
SKU00920,FSSAI534220,State,2026-09-09,1,1
SKU01991,FSSAI856486,None,2025-03-15,1,1
SKU00102,FSSAI242126,Central,2026-06-02,0,1
SKU00490,FSSAI173482,State,2026-06-17,1,1
SKU01312,FSSAI698989,None,2025-11-03,0,1
SKU00951,FSSAI477897,State,2025-02-27,1,1
SKU00205,FSSAI306143,State,2026-10-16,1,1
SKU00503,FSSAI529150,State,2025-05-07,1,0
SKU00833,FSSAI670112,State,2026-07-26,1,1
SKU00805,FSSAI711731,State,2027-03-02,1,1
SKU00783,FSSAI132691,Central,2026-12-25,1,1
SKU01684,FSSAI110461,State,2027-01-17,1,1
SKU00943,FSSAI455429,State,2026-09-22,1,0
SKU01698,FSSAI587426,State,2026-09-12,1,1
SKU00279,FSSAI598908,None,2026-03-19,0,1
SKU01470,FSSAI734299,Central,2026-07-27,1,1
SKU01561,FSSAI428192,Central,2027-01-29,1,1
SKU01260,FSSAI131483,None,2025-10-13,1,1
SKU00126,FSSAI162843,None,2025-08-10,1,0
SKU00053,FSSAI200432,State,2025-11-28,0,1
SKU01358,FSSAI618974,State,2025-05-25,1,1
SKU00237,FSSAI355218,State,2025-02-01,1,1
SKU01619,FSSAI243195,State,2025-06-06,1,0
SKU00353,FSSAI449740,None,2026-07-11,1,1
SKU00555,FSSAI936702,Central,2025-04-30,1,1
SKU00690,FSSAI690438,State,2025-11-18,1,1
SKU01737,FSSAI112922,Central,2025-12-17,0,1
SKU01639,FSSAI127259,State,2026-03-23,0,1
SKU00211,FSSAI937319,State,2025-12-31,1,1
SKU01861,FSSAI583807,State,2026-11-19,1,1
SKU00306,FSSAI326689,State,2026-06-07,1,1
SKU00488,FSSAI745226,Central,2026-03-10,1,1
SKU00098,FSSAI583895,State,2027-03-08,1,1
SKU01887,FSSAI193821,State,2025-12-14,1,1
SKU01472,FSSAI298712,Central,2026-10-28,1,1
SKU00641,FSSAI889195,Central,2026-03-18,1,1
SKU01898,FSSAI916518,State,2025-03-28,1,1
SKU01671,FSSAI136288,Central,2025-01-15,1,1
SKU00819,FSSAI786134,State,2025-05-12,1,1
SKU01752,FSSAI573401,Central,2026-05-14,1,1
SKU01085,FSSAI280003,State,2026-11-03,1,1
SKU01473,FSSAI268031,None,2027-02-09,1,1
SKU00759,FSSAI198067,Central,2026-03-02,1,1
SKU01081,FSSAI214459,Central,2027-04-27,1,0
SKU01290,FSSAI314112,Central,2026-03-14,1,1
SKU00489,FSSAI666792,State,2026-05-27,1,1
SKU01720,FSSAI952489,State,2025-02-13,1,0
SKU01667,FSSAI499166,None,2026-08-23,1,1
SKU01332,FSSAI693883,State,2027-03-14,1,1
SKU00282,FSSAI143260,Central,2026-01-24,0,1
SKU01014,FSSAI879348,None,2026-11-02,1,1
SKU00937,FSSAI634056,State,2027-02-03,1,1
SKU00552,FSSAI595571,State,2027-01-05,1,1
SKU01062,FSSAI179241,State,2027-01-12,1,1
SKU00931,FSSAI786907,None,2026-12-28,1,1
SKU00715,FSSAI508784,State,2025-04-14,1,1
SKU01604,FSSAI619689,Central,2026-12-24,1,1
SKU01821,FSSAI249458,State,2025-08-05,1,1
SKU00029,FSSAI294655,State,2025-04-11,1,1
SKU01386,FSSAI225777,State,2027-05-29,1,1
SKU00357,FSSAI126163,State,2027-06-01,1,0
SKU00646,FSSAI943332,State,2025-06-28,1,1
SKU00612,FSSAI963635,State,2026-03-10,1,1
SKU00251,FSSAI366218,Central,2026-11-03,1,1
SKU00889,FSSAI431573,State,2026-10-03,1,1
SKU00709,FSSAI844431,State,2025-11-04,1,1
SKU00463,FSSAI911046,None,2025-08-19,1,1
SKU00684,FSSAI392896,State,2026-12-21,1,1
SKU01638,FSSAI879596,None,2026-01-31,1,1
SKU01221,FSSAI527308,State,2027-01-12,1,1
SKU01906,FSSAI930836,None,2026-01-23,0,1
SKU01501,FSSAI217309,State,2025-08-19,1,1
SKU00383,FSSAI620070,None,2026-05-10,1,1
SKU01333,FSSAI216349,State,2026-04-08,1,1
SKU01077,FSSAI697142,Central,2025-06-25,1,1
SKU00457,FSSAI275304,State,2025-07-27,1,1
SKU01642,FSSAI673736,State,2025-10-26,1,1
SKU01918,FSSAI946980,State,2025-10-18,1,1
SKU01538,FSSAI171725,State,2026-02-11,1,1
SKU01381,FSSAI596984,Central,2026-05-24,1,1
SKU00701,FSSAI974758,State,2026-06-05,0,0
SKU00652,FSSAI106594,State,2026-07-01,1,0
SKU01130,FSSAI576879,State,2025-07-29,1,1
SKU01072,FSSAI369311,None,2025-07-07,1,1
SKU01755,FSSAI421276,State,2026-10-18,1,1
SKU00150,FSSAI356773,State,2026-11-15,1,1
SKU01561,FSSAI526835,None,2026-12-12,1,1
SKU01559,FSSAI156406,State,2025-02-25,1,0
SKU00687,FSSAI251728,Central,2025-12-08,1,1
SKU00173,FSSAI965130,Central,2025-11-30,1,1
SKU00674,FSSAI336540,Central,2026-05-10,0,1
SKU00499,FSSAI896473,State,2026-04-19,1,1
SKU00466,FSSAI416181,None,2027-02-25,1,1
SKU01155,FSSAI407375,None,2026-07-20,1,1
SKU01577,FSSAI998449,State,2025-08-09,1,1
SKU00618,FSSAI924724,None,2025-07-11,0,1
SKU00927,FSSAI238144,State,2026-07-10,1,1
SKU00383,FSSAI292588,State,2027-04-03,1,1
SKU00068,FSSAI478059,State,2025-08-09,1,1
SKU00601,FSSAI251230,State,2025-11-29,1,1
SKU01501,FSSAI197352,Central,2025-11-16,1,1
SKU01771,FSSAI779420,Central,2027-01-24,1,1
SKU01150,FSSAI516611,None,2025-06-13,1,1
