sku,batch,current_stock,avg_daily_sales,days_of_supply,reorder_lead_days,last_restock_date
SKU00064,BATCH9908,2896,22.62,128.03,21,2025-08-01
SKU01063,BATCH7695,2688,42.96,62.57,14,2025-04-13
SKU01822,BATCH5223,2173,8.64,251.5,14,2025-09-29
SKU00324,BATCH4096,4407,19.47,226.35,21,2025-05-28
SKU00705,BATCH1089,4224,32.84,128.62,30,2025-09-03
SKU00593,BATCH1116,4250,4.12,1031.55,14,2025-05-28
SKU00477,BATCH9561,1213,27.65,43.87,10,2025-10-07
SKU00938,BATCH2930,150,48.67,3.08,10,2025-06-17
SKU00092,BATCH9515,738,31.14,23.7,30,2025-05-05
SKU00707,BATCH1117,3956,9.52,415.55,10,2025-04-19
SKU01786,BATCH7144,2603,12.34,210.94,10,2025-07-19
SKU01788,BATCH4365,3011,47.16,63.85,10,2025-07-29
SKU01767,BATCH6175,363,25.47,14.25,7,2025-01-29
SKU00646,BATCH7698,3929,44.83,87.64,14,2025-04-08
SKU00679,BATCH6935,3338,31.94,104.51,10,2025-09-13
SKU00006,BATCH2746,1977,25.93,76.24,10,2025-05-06
SKU00675,BATCH3535,4428,16.48,268.69,10,2025-04-22
SKU01451,BATCH7980,4408,6.69,658.89,14,2025-01-08
SKU01100,BATCH5155,4821,27.97,172.36,7,2025-04-01
SKU01998,BATCH5281,4803,14.57,329.65,21,2025-10-18
SKU00931,BATCH9783,1890,7.14,264.71,10,2025-03-25
SKU01683,BATCH7939,799,9.42,84.82,10,2025-02-05
SKU01086,BATCH6990,4239,15.83,267.78,7,2025-06-29
SKU01903,BATCH5514,1398,36.65,38.14,10,2025-10-22
SKU01081,BATCH7511,4712,3.04,1550.0,7,2025-05-08
SKU00053,BATCH4337,867,21.17,40.95,14,2025-03-24
SKU00229,BATCH7770,795,29.14,27.28,7,2025-08-14
SKU00672,BATCH8904,2701,7.13,378.82,14,2025-09-26
SKU01150,BATCH3928,3524,15.4,228.83,14,2025-03-15
SKU01871,BATCH7065,2272,47.24,48.09,30,2025-06-16
SKU00904,BATCH8925,2280,20.41,111.71,14,2025-09-29
SKU00941,BATCH5157,295,1.23,239.84,14,2025-01-07
SKU00955,BATCH6024,3561,21.89,162.68,7,2025-09-12
SKU01569,BATCH6641,3803,46.36,82.03,10,2025-09-17
SKU01180,BATCH7522,2125,42.61,49.87,14,2025-02-21
SKU01650,BATCH3262,1795,37.74,47.56,21,2025-03-29
SKU01325,BATCH2951,400,27.88,14.35,14,2025-04-10
SKU01199,BATCH4764,4106,0.29,14158.62,10,2025-09-29
SKU00764,BATCH8317,2744,1.45,1892.41,7,2025-01-22
SKU01019,BATCH3650,1194,28.71,41.59,10,2025-01-05
SKU01723,BATCH2642,325,34.88,9.32,30,2025-10-01
SKU01288,BATCH4513,1864,6.69,278.62,14,2025-04-01
SKU00110,BATCH9328,85,7.83,10.86,7,2025-03-27
SKU01439,BATCH7562,1077,40.05,26.89,14,2025-06-25
SKU00476,BATCH6544,4738,24.92,190.13,7,2025-01-23
SKU00686,BATCH1852,1130,8.35,135.33,14,2025-09-17
SKU01896,BATCH3633,2616,1.03,2539.81,7,2025-03-27
SKU00710,BATCH7375,4556,40.37,112.86,7,2025-08-22
SKU01671,BATCH1086,2936,19.37,151.57,10,2025-09-12
SKU00071,BATCH2492,1915,31.93,59.97,14,2025-09-13
SKU01320,BATCH3381,487,38.67,12.59,7,2025-10-11
SKU01301,BATCH8727,1392,39.0,35.69,7,2025-10-02
SKU01722,BATCH8133,2156,28.33,76.1,21,2025-07-31
SKU00493,BATCH2444,4034,22.6,178.5,21,2025-03-19
SKU00135,BATCH2049,3050,41.74,73.07,10,2025-10-07
SKU01502,BATCH5310,1812,29.3,61.84,14,2025-08-13
SKU00639,BATCH4633,4869,21.56,225.83,21,2025-10-01
SKU00211,BATCH7075,2690,44.39,60.6,14,2025-08-11
SKU00420,BATCH2311,2780,49.02,56.71,10,2025-09-21
SKU00335,BATCH1618,943,31.11,30.31,10,2025-06-23
SKU00047,BATCH7296,204,30.72,6.64,10,2025-02-08
SKU00906,BATCH7564,63,10.13,6.22,14,2025-05-04
SKU01473,BATCH9536,3879,4.34,893.78,21,2025-05-29
SKU00053,BATCH5693,2604,20.72,125.68,14,2025-05-07
SKU00688,BATCH1941,3630,34.52,105.16,10,2025-01-08
SKU00990,BATCH3871,380,32.76,11.6,7,2025-07-01
SKU01406,BATCH9099,4160,14.28,291.32,14,2025-01-06
SKU01585,BATCH8192,3144,7.68,409.38,30,2025-02-03
SKU01491,BATCH1175,3123,46.13,67.7,10,2025-05-14
SKU01529,BATCH4304,2318,15.59,148.69,10,2025-08-30
SKU00042,BATCH9489,206,16.54,12.45,14,2025-09-07
SKU00708,BATCH5685,4614,17.87,258.2,7,2025-03-10
SKU01520,BATCH4190,1788,0.86,2079.07,10,2025-04-19
SKU01437,BATCH1550,4757,24.54,193.85,7,2025-07-11
SKU01331,BATCH9364,1319,32.21,40.95,14,2025-07-27
SKU00352,BATCH9451,620,25.73,24.1,21,2025-04-07
SKU00196,BATCH4795,1543,34.97,44.12,14,2025-02-05
SKU01777,BATCH3776,2320,8.19,283.27,7,2025-01-17
SKU01274,BATCH1590,3195,43.4,73.62,10,2025-02-12
SKU00067,BATCH6893,422,43.38,9.73,14,2025-07-25
SKU01922,BATCH4919,4649,2.32,2003.88,10,2025-02-26
SKU00805,BATCH1004,2568,20.15,127.44,30,2025-02-24
SKU00916,BATCH3579,4027,1.07,3763.55,21,2025-03-02
SKU01617,BATCH2422,4512,10.46,431.36,10,2025-08-06
SKU01245,BATCH5520,3082,25.51,120.82,7,2025-04-23
SKU01545,BATCH7544,1948,4.23,460.52,21,2025-08-09
SKU00031,BATCH6785,2710,0.21,12904.76,21,2025-02-09
SKU00749,BATCH7474,4537,21.37,212.31,30,2025-02-08
SKU01600,BATCH7642,1785,8.78,203.3,21,2025-09-21
SKU00047,BATCH4281,566,21.2,26.7,14,2025-02-07
SKU00476,BATCH9482,1438,21.09,68.18,10,2025-09-03
SKU01826,BATCH1251,4939,25.04,197.24,14,2025-02-20
SKU01090,BATCH2124,4404,47.82,92.1,7,2025-05-15
SKU01732,BATCH2477,723,25.67,28.17,14,2025-04-03
SKU01224,BATCH5661,1014,41.95,24.17,7,2025-06-20
SKU01818,BATCH6703,2715,25.58,106.14,7,2025-05-15
SKU00313,BATCH6693,1717,28.33,60.61,30,2025-03-10
SKU00571,BATCH5530,1589,41.89,37.93,14,2025-03-05
SKU00797,BATCH4707,956,30.37,31.48,7,2025-03-01
SKU01737,BATCH4187,4324,37.73,114.6,14,2025-09-30
SKU01600,BATCH8450,680,4.0,170.0,14,2025-01-23
SKU01068,BATCH7618,2112,33.99,62.14,7,2025-10-26
SKU00524,BATCH1076,442,17.43,25.36,21,2025-09-14
SKU01343,BATCH5277,3000,2.86,1048.95,30,2025-10-07
SKU01635,BATCH3867,2014,27.66,72.81,10,2025-01-19
SKU01235,BATCH7670,3507,45.0,77.93,7,2025-03-01
SKU01415,BATCH9294,4031,38.43,104.89,7,2025-06-01
SKU01684,BATCH2744,699,22.1,31.63,10,2025-06-02
SKU01458,BATCH2185,830,32.16,25.81,7,2025-09-07
SKU01665,BATCH9243,2903,30.23,96.03,14,2025-07-12
SKU01843,BATCH5821,2727,9.76,279.41,10,2025-04-22
SKU00413,BATCH6570,978,46.1,21.21,14,2025-06-05
SKU00703,BATCH2917,2581,26.6,97.03,10,2025-07-03
SKU00617,BATCH9409,2900,42.45,68.32,21,2025-01-30
SKU00470,BATCH5222,1632,33.22,49.13,21,2025-07-13
SKU01694,BATCH9813,1417,16.23,87.31,14,2025-04-28
SKU01683,BATCH5098,2887,46.18,62.52,10,2025-06-10
SKU00572,BATCH8254,4643,18.02,257.66,7,2025-03-12
SKU01500,BATCH7178,2287,29.48,77.58,14,2025-10-11
SKU00569,BATCH8923,671,2.24,299.55,21,2025-08-22
SKU00226,BATCH4985,1336,47.46,28.15,30,2025-01-30
SKU01555,BATCH6565,3737,38.9,96.07,10,2025-07-11
SKU01344,BATCH8517,3813,42.87,88.94,30,2025-04-08
SKU00575,BATCH8548,2775,26.53,104.6,7,2025-01-17
SKU01601,BATCH1448,4780,19.75,242.03,14,2025-10-06
SKU01284,BATCH8896,3205,38.32,83.64,14,2025-09-22
SKU01864,BATCH2904,2610,18.03,144.76,21,2025-02-18
SKU01674,BATCH5224,3542,24.93,142.08,30,2025-06-11
SKU01966,BATCH2106,1152,6.55,175.88,10,2025-08-30
SKU01437,BATCH7269,2463,13.17,187.02,14,2025-05-20
SKU00773,BATCH4610,33,4.6,7.17,14,2025-07-26
SKU00751,BATCH4767,742,18.77,39.53,10,2025-10-23
SKU01577,BATCH6172,4363,26.01,167.74,21,2025-01-02
SKU01242,BATCH7757,260,9.5,27.37,14,2025-09-21
SKU01200,BATCH6785,3901,28.26,138.04,14,2025-05-01
SKU00904,BATCH9462,3771,4.98,757.23,14,2025-08-06
SKU01703,BATCH9776,1186,26.97,43.97,10,2025-02-06
SKU01204,BATCH1159,57,44.63,1.28,10,2025-06-04
SKU00544,BATCH5314,3396,29.22,116.22,14,2025-07-05
SKU01793,BATCH5067,519,30.94,16.77,10,2025-03-24
SKU00552,BATCH5706,963,12.21,78.87,14,2025-01-28
SKU00008,BATCH2523,1868,19.55,95.55,10,2025-05-10
SKU01936,BATCH7536,2785,23.55,118.26,7,2025-09-25
SKU01900,BATCH6603,2781,37.56,74.04,10,2025-01-20
SKU01549,BATCH2245,2737,2.8,977.5,10,2025-08-02
SKU00665,BATCH3924,2103,17.94,117.22,10,2025-01-03
SKU01339,BATCH8807,434,49.39,8.79,21,2025-09-04
SKU00855,BATCH6142,2153,46.52,46.28,7,2025-10-23
SKU00569,BATCH6792,3588,33.13,108.3,10,2025-08-04
SKU01425,BATCH4580,1280,11.3,113.27,10,2025-07-22
SKU01674,BATCH5408,3066,2.63,1165.78,10,2025-09-01
SKU00805,BATCH3994,4717,42.82,110.16,10,2025-03-21
SKU01095,BATCH4115,3748,1.39,2696.4,10,2025-02-21
SKU01306,BATCH9175,2959,44.87,65.95,10,2025-06-10
SKU01195,BATCH4271,1626,8.34,194.96,10,2025-09-30
SKU01881,BATCH4847,1705,10.29,165.69,10,2025-04-14
SKU01544,BATCH4965,2492,42.77,58.27,21,2025-05-28
SKU00244,BATCH5348,4789,9.8,488.67,21,2025-07-26
SKU00910,BATCH4387,1565,43.53,35.95,7,2025-06-17
SKU01150,BATCH4755,1327,39.97,33.2,14,2025-02-28
SKU01878,BATCH4322,2365,22.14,106.82,10,2025-08-16
SKU00484,BATCH5091,4185,45.87,91.24,10,2025-01-28
SKU00966,BATCH6833,2782,33.05,84.18,14,2025-07-13
SKU00463,BATCH3555,4669,48.88,95.52,21,2025-02-26
SKU01934,BATCH2747,983,19.97,49.22,7,2025-04-21
SKU01944,BATCH2964,2056,22.67,90.69,10,2025-08-27
SKU00703,BATCH2285,3948,43.07,91.66,21,2025-09-04
SKU00485,BATCH9071,4247,12.97,327.45,21,2025-06-16
SKU00256,BATCH1108,4645,46.44,100.02,7,2025-04-30
SKU00655,BATCH9871,1903,4.46,426.68,14,2025-05-10
SKU01198,BATCH1692,1928,15.0,128.53,21,2025-01-30
SKU01869,BATCH8901,3893,21.81,178.5,10,2025-04-25
SKU01590,BATCH7081,814,23.57,34.54,21,2025-08-03
SKU00606,BATCH6167,4547,47.04,96.66,10,2025-08-20
SKU00035,BATCH9066,3428,12.34,277.8,10,2025-10-05
SKU00971,BATCH5501,3517,23.61,148.96,30,2025-04-02
SKU01827,BATCH9041,2821,20.28,139.1,30,2025-06-05
SKU01784,BATCH3996,2549,15.51,164.35,30,2025-02-06
SKU00780,BATCH9374,2003,13.25,151.17,30,2025-06-01
SKU01520,BATCH5591,4088,42.95,95.18,10,2025-05-15
SKU01706,BATCH7518,524,18.6,28.17,10,2025-07-07
SKU00832,BATCH4638,2794,41.61,67.15,10,2025-01-31
SKU01504,BATCH3101,1845,30.01,61.48,14,2025-04-23
SKU01979,BATCH1887,4346,27.99,155.27,14,2025-04-08
SKU01714,BATCH9613,2098,17.54,119.61,14,2025-08-26
SKU01052,BATCH7933,1282,24.2,52.98,7,2025-07-16
SKU00485,BATCH8836,3044,43.37,70.19,14,2025-06-21
SKU00358,BATCH9859,2952,38.45,76.78,14,2025-07-29
SKU00792,BATCH1533,4705,9.04,520.46,10,2025-10-07
SKU01246,BATCH9232,521,38.46,13.55,10,2025-08-15
SKU00454,BATCH6689,2510,26.68,94.08,30,2025-09-11
SKU01675,BATCH7450,400,46.95,8.52,10,2025-05-08
SKU01044,BATCH3863,3456,31.73,108.92,10,2025-03-22
SKU01942,BATCH8490,2062,11.67,176.69,14,2025-01-18
SKU00659,BATCH2972,28,43.99,0.64,7,2025-08-25
SKU01783,BATCH9490,1530,26.28,58.22,14,2025-02-06
SKU01791,BATCH8537,4984,9.09,548.29,14,2025-07-04
SKU01489,BATCH6171,1048,25.2,41.59,14,2025-01-01
SKU00499,BATCH1137,442,31.96,13.83,7,2025-03-19
SKU01636,BATCH1193,4035,17.71,227.84,10,2025-07-10
SKU01053,BATCH4452,3225,25.37,127.12,10,2025-08-09
SKU00198,BATCH7216,4887,42.53,114.91,7,2025-02-14
SKU01757,BATCH2650,552,1.84,300.0,21,2025-05-25
SKU00089,BATCH6331,2515,0.93,2704.3,14,2025-10-02
SKU01547,BATCH6924,666,43.97,15.15,7,2025-03-04
SKU00533,BATCH5254,911,3.04,299.67,14,2025-04-08
SKU01854,BATCH4066,2147,43.72,49.11,10,2025-01-16
SKU00220,BATCH9987,535,19.55,27.37,10,2025-07-03
SKU00103,BATCH5306,3859,33.04,116.8,10,2025-07-15
SKU01431,BATCH4885,2345,10.74,218.34,10,2025-06-26
SKU00579,BATCH5413,3107,38.85,79.97,10,2025-06-28
SKU01216,BATCH8722,306,0.75,408.0,10,2025-05-05
SKU00268,BATCH6621,2238,34.88,64.16,21,2025-08-08
SKU00060,BATCH6995,955,45.29,21.09,21,2025-04-23
SKU00880,BATCH4013,3383,14.54,232.67,7,2025-08-26
SKU00568,BATCH9171,2889,32.14,89.89,10,2025-01-12
SKU00384,BATCH7945,1829,30.64,59.69,21,2025-06-30
SKU01341,BATCH4449,2589,8.08,320.42,10,2025-10-06
SKU01787,BATCH7866,485,25.95,18.69,21,2025-03-05
SKU01522,BATCH7099,4276,13.31,321.26,10,2025-01-28
SKU00035,BATCH6981,4498,16.55,271.78,7,2025-04-02
SKU01909,BATCH7563,1453,3.85,377.4,14,2025-09-08
SKU00916,BATCH5581,2038,44.99,45.3,21,2025-06-10
SKU00572,BATCH8384,4287,8.68,493.89,14,2025-05-23
SKU00899,BATCH3947,4975,3.7,1344.59,14,2025-08-13
SKU00660,BATCH3148,2311,46.03,50.21,21,2025-02-14
SKU01631,BATCH4744,100,17.1,5.85,14,2025-04-18
SKU01648,BATCH2636,4868,34.19,142.38,7,2025-08-01
SKU01143,BATCH5422,1613,4.2,384.05,10,2025-09-14
SKU01896,BATCH4863,2945,28.58,103.04,30,2025-01-22
SKU01782,BATCH8081,2324,28.2,82.41,7,2025-03-22
SKU01281,BATCH7240,66,30.16,2.19,7,2025-06-16
SKU00354,BATCH4212,418,36.46,11.46,7,2025-08-08
SKU00349,BATCH3389,120,8.05,14.91,14,2025-07-09
SKU00739,BATCH3450,186,28.67,6.49,7,2025-01-30
SKU00464,BATCH8749,284,3.66,77.6,21,2025-02-02
SKU01909,BATCH1159,435,20.67,21.04,10,2025-08-06
SKU01769,BATCH3893,1037,22.48,46.13,21,2025-08-12
SKU01226,BATCH7906,2650,23.66,112.0,14,2025-03-13
SKU00243,BATCH9185,227,8.18,27.75,10,2025-08-31
SKU01523,BATCH3203,3038,12.95,234.59,10,2025-10-06
SKU01319,BATCH9470,3610,45.83,78.77,10,2025-09-04
SKU00962,BATCH9748,806,38.55,20.91,14,2025-05-25
SKU01048,BATCH6172,2593,32.14,80.68,10,2025-07-31
SKU00778,BATCH8972,2322,15.09,153.88,7,2025-10-22
SKU00671,BATCH5915,3676,39.68,92.64,14,2025-01-29
SKU01482,BATCH5111,2485,12.28,202.36,7,2025-05-30
SKU00207,BATCH1781,1090,12.53,86.99,7,2025-04-03
SKU01216,BATCH7527,1660,6.56,253.05,21,2025-04-04
SKU01275,BATCH2621,4617,7.78,593.44,7,2025-02-22
SKU01258,BATCH3676,1563,32.69,47.81,7,2025-09-01
SKU00597,BATCH1983,320,25.16,12.72,10,2025-07-24
SKU01698,BATCH4530,2941,8.78,334.97,14,2025-03-02
SKU00628,BATCH5166,3818,7.04,542.33,10,2025-08-22
SKU01611,BATCH8807,1920,48.18,39.85,21,2025-09-15
SKU01205,BATCH2577,2568,26.28,97.72,10,2025-05-05
SKU00095,BATCH8370,801,29.16,27.47,14,2025-04-27
SKU01482,BATCH6483,2166,18.72,115.71,14,2025-05-09
SKU01412,BATCH5256,4726,8.03,588.54,21,2025-09-14
SKU01886,BATCH6914,1294,18.8,68.83,10,2025-10-24
SKU00019,BATCH6903,4033,35.27,114.35,14,2025-06-10
SKU01117,BATCH5222,282,37.8,7.46,7,2025-05-28
SKU00053,BATCH6638,769,23.7,32.45,10,2025-04-04
SKU01673,BATCH1324,751,46.27,16.23,7,2025-07-24
SKU00193,BATCH7746,3011,40.97,73.49,10,2025-03-10
SKU00388,BATCH2986,2127,4.26,499.3,10,2025-03-21
SKU01671,BATCH6752,813,20.13,40.39,14,2025-10-16
SKU01042,BATCH4259,3615,21.0,172.14,10,2025-03-29
SKU00947,BATCH9821,2664,21.2,125.66,10,2025-09-06
SKU00801,BATCH3859,1007,7.48,134.63,14,2025-06-08
SKU01964,BATCH5663,3632,6.76,537.28,30,2025-03-07
SKU00859,BATCH6818,4913,7.0,701.86,10,2025-01-01
SKU01053,BATCH6326,1990,30.76,64.69,14,2025-04-10
SKU00212,BATCH9363,4612,44.69,103.2,10,2025-08-10
SKU01807,BATCH8987,799,19.73,40.5,7,2025-07-24
SKU00720,BATCH8322,1176,19.0,61.89,30,2025-07-12
SKU01615,BATCH2284,744,1.89,393.65,10,2025-03-30
SKU00164,BATCH7243,2515,24.09,104.4,10,2025-03-01
SKU00602,BATCH5694,3335,10.9,305.96,10,2025-10-10
SKU01276,BATCH8598,2311,3.55,650.99,14,2025-06-03
SKU00418,BATCH3373,1440,47.43,30.36,21,2025-06-15
SKU00175,BATCH3745,3667,27.16,135.01,21,2025-08-08
SKU00163,BATCH6527,3203,25.39,126.15,14,2025-09-02
SKU00175,BATCH7911,1232,27.45,44.88,7,2025-06-21
SKU00867,BATCH7631,3338,7.17,465.55,10,2025-07-13
SKU00043,BATCH2168,97,45.93,2.11,21,2025-07-26
SKU01022,BATCH2296,2117,9.79,216.24,10,2025-10-03
SKU00755,BATCH3654,4259,42.21,100.9,14,2025-04-08
SKU00347,BATCH6629,2978,33.29,89.46,7,2025-08-22
SKU01558,BATCH4739,1411,44.18,31.94,10,2025-10-08
SKU01018,BATCH6136,3970,2.13,1863.85,10,2025-10-19
SKU00732,BATCH6191,533,23.85,22.35,21,2025-03-28
SKU01673,BATCH5773,3746,25.71,145.7,21,2025-06-19
SKU01248,BATCH5382,694,20.15,34.44,21,2025-04-12
SKU00626,BATCH7479,1623,38.25,42.43,30,2025-09-14
SKU01180,BATCH5444,1934,6.49,298.0,21,2025-07-25
SKU00148,BATCH8289,534,45.4,11.76,30,2025-04-30
SKU01401,BATCH6950,1836,33.39,54.99,30,2025-02-01
SKU00064,BATCH9535,184,19.59,9.39,10,2025-02-25
SKU01053,BATCH8377,1537,23.06,66.65,10,2025-04-30
SKU00035,BATCH7782,3010,9.95,302.51,7,2025-08-10
SKU01804,BATCH3741,4298,2.41,1783.4,14,2025-01-06
SKU00904,BATCH4012,412,29.86,13.8,14,2025-08-10
SKU00546,BATCH1378,2316,27.13,85.37,7,2025-09-02
SKU01618,BATCH3048,2562,6.38,401.57,7,2025-03-06
SKU01863,BATCH4844,1007,46.17,21.81,30,2025-04-15
SKU00344,BATCH5122,2919,19.87,146.9,21,2025-09-25
SKU01242,BATCH2311,3891,17.96,216.65,14,2025-05-21
SKU00709,BATCH4450,910,14.94,60.91,10,2025-07-24
SKU01344,BATCH3734,4361,3.64,1198.08,7,2025-07-29
SKU01153,BATCH7505,4880,4.68,1042.74,21,2025-01-13
SKU01365,BATCH2687,2678,12.24,218.79,21,2025-02-10
SKU00856,BATCH2565,3021,10.05,300.6,14,2025-09-06
SKU00819,BATCH2045,2497,41.71,59.87,7,2025-04-23
SKU00994,BATCH8752,3932,0.87,4519.54,10,2025-06-04
SKU00930,BATCH9985,4980,43.42,114.69,7,2025-06-17
SKU01411,BATCH1881,649,23.47,27.65,7,2025-04-13
SKU01721,BATCH1431,4589,41.6,110.31,30,2025-09-05
SKU01292,BATCH7504,1063,8.41,126.4,14,2025-05-20
SKU01674,BATCH9584,1038,5.6,185.36,7,2025-02-04
SKU00374,BATCH2363,605,47.81,12.65,7,2025-05-30
SKU00157,BATCH2702,3915,40.24,97.29,21,2025-01-13
SKU00253,BATCH5300,2926,17.57,166.53,10,2025-10-21
SKU00774,BATCH3544,3608,47.28,76.31,30,2025-02-14
SKU01753,BATCH2381,1882,19.72,95.44,10,2025-03-29
SKU01874,BATCH7387,3156,14.7,214.69,21,2025-05-22
SKU00123,BATCH6068,2409,32.81,73.42,14,2025-03-20
SKU01358,BATCH4757,1939,44.36,43.71,7,2025-03-17
SKU01407,BATCH5053,3768,48.99,76.91,30,2025-06-28
SKU01777,BATCH5655,3305,26.55,124.48,21,2025-09-13
SKU01707,BATCH8260,1524,47.07,32.38,14,2025-08-19
SKU00986,BATCH3071,1160,33.02,35.13,7,2025-06-24
SKU00448,BATCH3150,4874,4.85,1004.95,10,2025-05-12
SKU00086,BATCH9630,175,13.41,13.05,7,2025-10-14
SKU01067,BATCH3795,2557,8.5,300.82,14,2025-09-07
SKU01256,BATCH1468,3984,38.2,104.29,21,2025-10-13
SKU00493,BATCH1575,1224,15.29,80.05,30,2025-03-11
SKU01040,BATCH6846,4069,2.15,1892.56,21,2025-06-29
SKU00009,BATCH6328,2820,14.39,195.97,30,2025-04-05
SKU01565,BATCH8801,3858,31.52,122.4,10,2025-07-28
SKU01204,BATCH8654,2687,9.11,294.95,10,2025-02-06
SKU01929,BATCH9856,4785,48.47,98.72,14,2025-06-14
SKU01708,BATCH5463,2756,14.32,192.46,21,2025-01-11
SKU00299,BATCH9987,3808,41.79,91.12,14,2025-01-29
SKU00109,BATCH8288,4905,44.52,110.18,10,2025-05-28
SKU00014,BATCH3213,4299,17.96,239.37,7,2025-09-06
SKU01778,BATCH9835,2211,30.74,71.93,30,2025-10-03
SKU01889,BATCH3900,2283,24.79,92.09,7,2025-02-15
SKU00382,BATCH8480,1966,17.65,111.39,7,2025-03-24
SKU01391,BATCH8126,552,41.55,13.29,10,2025-05-05
SKU00443,BATCH9576,411,0.6,685.0,30,2025-04-11
SKU01600,BATCH9745,11,10.96,1.0,7,2025-08-14
SKU00851,BATCH6073,1456,23.59,61.72,7,2025-01-20
SKU01334,BATCH6688,4160,46.87,88.76,14,2025-04-20
SKU00126,BATCH8891,4841,8.91,543.32,21,2025-05-27
SKU00947,BATCH9841,2303,37.43,61.53,10,2025-08-15
SKU00667,BATCH4721,4047,24.63,164.31,14,2025-03-08
SKU01591,BATCH2467,4880,2.75,1774.55,21,2025-03-27
SKU00612,BATCH8239,3441,29.05,118.45,7,2025-02-14
SKU00405,BATCH6044,369,27.91,13.22,10,2025-06-16
SKU01257,BATCH6992,3885,11.32,343.2,10,2025-03-30
SKU00610,BATCH7753,3287,19.27,170.58,14,2025-01-05
SKU00284,BATCH5256,585,8.55,68.42,21,2025-10-05
SKU00445,BATCH3551,2559,42.28,60.53,21,2025-09-05
SKU01990,BATCH5973,3593,12.22,294.03,21,2025-09-26
SKU01179,BATCH1172,2959,40.14,73.72,7,2025-02-11
SKU01395,BATCH1001,2393,8.45,283.2,14,2025-08-23
SKU01375,BATCH9574,2893,36.76,78.7,7,2025-09-09
SKU00216,BATCH3233,2497,7.97,313.3,10,2025-06-16
SKU01848,BATCH6634,4021,10.09,398.51,14,2025-06-16
SKU01103,BATCH5698,3654,25.71,142.12,10,2025-04-23
SKU00608,BATCH8687,1059,25.19,42.04,10,2025-09-23
SKU00589,BATCH9767,1511,24.78,60.98,21,2025-09-17
SKU00491,BATCH1136,2676,45.35,59.01,10,2025-09-09
SKU00991,BATCH9059,3415,25.16,135.73,10,2025-07-30
SKU00224,BATCH8816,2615,36.01,72.62,14,2025-03-10
SKU01213,BATCH5908,2794,26.33,106.11,21,2025-09-07
SKU01977,BATCH1149,2256,30.19,74.73,10,2025-05-30
SKU01710,BATCH8052,494,3.17,155.84,10,2025-05-05
SKU00052,BATCH5799,3757,38.62,97.28,14,2025-09-12
SKU01708,BATCH4788,204,49.19,4.15,14,2025-03-29
SKU01857,BATCH1118,1586,37.26,42.57,10,2025-05-21
SKU01146,BATCH9981,1439,35.05,41.06,10,2025-09-21
SKU00034,BATCH7121,2940,46.03,63.87,7,2025-07-01
SKU01726,BATCH4089,3054,23.43,130.35,7,2025-09-20
SKU01780,BATCH7745,2228,20.19,110.35,14,2025-07-07
SKU00557,BATCH8161,513,47.93,10.7,10,2025-06-21
SKU01910,BATCH7467,2816,6.85,411.09,10,2025-03-07
SKU00988,BATCH5094,194,43.37,4.47,7,2025-06-22
SKU01450,BATCH3675,1536,27.73,55.39,10,2025-04-15
SKU00975,BATCH7385,1548,4.49,344.77,7,2025-07-28
SKU00237,BATCH7199,518,47.33,10.94,14,2025-06-15
SKU01298,BATCH4614,622,36.0,17.28,14,2025-07-01
SKU00704,BATCH5308,3054,10.79,283.04,30,2025-03-07
SKU01933,BATCH2297,3029,23.45,129.17,10,2025-10-25
SKU00640,BATCH7917,4352,26.35,165.16,7,2025-04-22
SKU00157,BATCH4924,4515,35.54,127.04,10,2025-09-04
SKU00239,BATCH9464,1286,27.5,46.76,7,2025-08-19
SKU01164,BATCH5454,1558,19.07,81.7,7,2025-09-10
SKU00880,BATCH5664,4347,28.8,150.94,14,2025-10-14
SKU00977,BATCH9715,4068,32.59,124.82,30,2025-09-07
SKU01120,BATCH5404,2131,12.06,176.7,7,2025-04-02
SKU01235,BATCH7765,116,22.91,5.06,14,2025-09-07
SKU00171,BATCH4080,623,37.04,16.82,10,2025-10-22
SKU01480,BATCH2121,2641,22.54,117.17,14,2025-02-09
SKU00241,BATCH3988,59,35.18,1.68,30,2025-07-18
SKU00072,BATCH3238,4569,44.65,102.33,7,2025-01-05
SKU01692,BATCH5744,469,42.74,10.97,10,2025-02-16
SKU00975,BATCH2808,2386,35.11,67.96,21,2025-04-19
SKU00984,BATCH8460,3997,1.96,2039.29,10,2025-06-20
SKU00782,BATCH8418,4309,33.37,129.13,14,2025-07-20
SKU00353,BATCH5458,1860,15.99,116.32,10,2025-10-20
SKU00990,BATCH9060,4956,2.67,1856.18,10,2025-06-21
SKU00627,BATCH4076,2424,8.96,270.54,14,2025-08-21
SKU01904,BATCH6253,445,33.08,13.45,10,2025-07-05
SKU01523,BATCH1317,550,36.89,14.91,10,2025-10-05
SKU00139,BATCH3492,4487,26.44,169.7,10,2025-09-16
SKU00807,BATCH1813,1732,36.86,46.99,14,2025-06-12
SKU00609,BATCH9764,1742,11.2,155.54,21,2025-02-23
SKU01594,BATCH1362,4956,10.46,473.8,10,2025-08-08
SKU00810,BATCH4046,2540,42.63,59.58,21,2025-04-11
SKU01258,BATCH2675,1466,38.53,38.05,30,2025-06-02
SKU00364,BATCH5622,587,42.46,13.82,10,2025-07-22
SKU00047,BATCH5410,4958,33.95,146.04,30,2025-03-25
SKU01196,BATCH3048,2294,26.3,87.22,21,2025-10-27
